reference,test_blockOrder,blockOrder,imageFile,num,index,n,winsize,numerosity,allposis,centralposis,extraposis,perceptpairs,protectzonetype,convexhull,occupancyarea,averageeccentricity,averagespacing,density,display_i,p_trials.thisRepN,p_trials.thisTrialN,p_trials.thisN,p_trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_26.keys,key_resp_26.rt,p_img.started,p_img.stopped,text_14.started,text_14.stopped,responseN,key_resp_4.keys,key_resp_4.rt,text_20.started,text_20.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.started,key_resp_20.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_5.keys,key_resp_5.rt,image_2.started,image_2.stopped,blank.started,blank.stopped,text_21.started,text_21.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_23.keys,key_resp_23.rt,image.started,image.stopped,text_31.started,text_31.stopped,text_32.started,text_32.stopped,key_resp_2.keys,key_resp_2.rt,thanksm.started,thanksm.stopped,participant,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,30.781511900015175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,43.024760799948126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8640382997691631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.662970200181007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.263065499719232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,27.274684499949217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3874474996700883,space,1.586312800180167,211.83715440006927,212.00853030011058,212.00853030011058,None,,space,46.93410230008885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.6893736999482,None,space,2.8177371001802385,259.6893736999482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
c4_mix_ref.xlsx,c4_mix_t.xlsx,c4_mix.xlsx,stims/contrastref4.png,44,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,space,3.2038202001713216,,,,,,,,,,,,,,n,2.4231202001683414,space,1.474943700246513,270.8758852002211,271.0458653001115,271.0458653001115,None,271.3078928999603,None,space,5.104601899627596,271.3078928999603,None,space,4.137034199666232,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
c4_mix_ref.xlsx,c4_mix_t.xlsx,c4_mix.xlsx,stims/contrastref3.png,39,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,space,0.8934118999168277,,,,,,,,,,,,,,n,0.8589094998314977,space,0.7880314998328686,284.31021430017427,284.48141989996657,284.48141989996657,None,284.7350138002075,None,space,1.180993199814111,284.7350138002075,None,space,2.4114765003323555,,,,,,,,,,,,,11,19,Prefer not to say,2021_Dec_15_1015,uniform_mix,2021.2.3,60.50020348930023,
