reference,test_blockOrder,blockOrder,imageFile,num,index,n,winsize,numerosity,allposis,centralposis,extraposis,perceptpairs,protectzonetype,convexhull,occupancyarea,averageeccentricity,averagespacing,density,display_i,p_trials.thisRepN,p_trials.thisTrialN,p_trials.thisN,p_trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_26.keys,key_resp_26.rt,p_img.started,p_img.stopped,text_14.started,text_14.stopped,responseN,key_resp_4.keys,key_resp_4.rt,text_20.started,text_20.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.started,key_resp_20.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_5.keys,key_resp_5.rt,image_2.started,image_2.stopped,blank.started,blank.stopped,text_21.started,text_21.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_23.keys,key_resp_23.rt,image.started,image.stopped,text_31.started,text_31.stopped,text_32.started,text_32.stopped,key_resp_2.keys,key_resp_2.rt,thanksm.started,thanksm.stopped,participant,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,44.43470100034028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,34.15533119998872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5754267000593245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,13.021578599698842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.097739099990577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,27.53155309986323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9262214000336826,space,1.210407200269401,1412.4288380001672,1412.6059754001908,1412.6059754001908,None,,space,41.37418989976868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.9476691000164,None,space,3.6449691997841,1454.9476691000164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
c6_black_ref.xlsx,c6_black_t.xlsx,c6_black.xlsx,stims/blackref9.png,44,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,space,2.821240299846977,,,,,,,,,,,,,,n,7.5904739000834525,space,4.806457499973476,1475.0782351000234,1475.248021800071,1475.248021800071,None,1475.5054593002424,None,space,4.582506999839097,1475.5054593002424,None,space,16.483003300148994,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
c6_black_ref.xlsx,c6_black_t.xlsx,c6_black.xlsx,stims/blackref8.png,66,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,space,0.8719659000635147,,,,,,,,,,,,,,n,1.7919525001198053,space,1.593498199712485,1502.0378227001056,1502.2136761001311,1502.2136761001311,None,1502.4627422001213,None,space,1.560346500016749,1502.4627422001213,None,space,3.146782400086522,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
c6_black_ref.xlsx,c6_black_t.xlsx,c6_black.xlsx,stims/blackref7.png,52,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,space,1.0401781997643411,,,,,,,,,,,,,,n,0.833585100248456,space,0.7547495998442173,1510.9850809001364,1511.1657222998329,1511.1657222998329,None,1511.4147561998107,None,space,1.5847049001604319,1511.4147561998107,None,space,3.9639515997841954,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
c6_black_ref.xlsx,c6_black_t.xlsx,c6_black.xlsx,stims/blackref10.png,73,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,4,,,,,,,,,,,,,,,,,,,space,1.169880600180477,,,,,,,,,,,,,,n,0.29488519998267293,space,0.9426592001691461,1520.5494546000846,1520.719546200242,1520.719546200242,None,1520.9757560002618,None,space,1.2703337999992073,1520.9757560002618,None,space,2.6727335997857153,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
c6_black_ref.xlsx,c6_black_t.xlsx,c6_black.xlsx,stims/blackref6.png,59,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,space,1.4552011000923812,,,,,,,,,,,,,,n,0.3247118997387588,space,1.548168999608606,1529.5013394998387,1529.6787308999337,1529.6787308999337,None,1529.9260003999807,None,space,1.2343477001413703,1529.9260003999807,None,space,1.6323756002821028,,,,,,,,,,,,,18,21,Female,2021_Dec_16_1202,uniform_mix,2021.2.3,59.674986126120054,
